Товар,,,,,,,Статус,Готов к выдаче,Забрали,Истёк срок хранения,Информация,,,,,ПВЗ,
Бренд,Предмет,Баркод,Артикул WB,Штрихкод,Стикер,КИЗ,,,,,Тип,Дата заказа,Причина,Номер сборочного задания,Srid,Адрес,ID
ADRIANA FESTA,Шторы интерьерные,2048917564145,818377989,52763021477,50770605213,,Выдано,2026-04-22 10:06:55,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-20,,4902754739,mp.df43992d14cd47bdb3312a6ed760f08c.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI VERONA,Тюль,2040768277403,246980223,52876977851,50670655701,,Выдано,2026-05-01 14:26:57,2026-05-02 16:51:59,,"Возврат товара, который приехал по МП, продавцу",2026-04-20,,4914456281,mp.e1929e6018ef4ece8b51278444f0e897.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2039755197367,220985950,52877774137,42024177959,,Выдано,2026-04-24 09:35:39,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-20,,4915252986,mp.e1ccaaa3fd044c2497382518796c56ec.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2037545622358,149428995,52194520971,50853353581,,Выдано,2026-04-22 16:58:55,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-20,,4855435805,mp.eafb24325c8e4a6db295faf4cf6c2898.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040861194362,250207899,52681802458,50565153340,,Выдано,2026-04-27 08:53:51,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-20,,4896099836,mp.fc24880cf9f24c21830b2565e56e8189.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673646745,244226809,53022436145,50525736524,,Выдано,2026-04-24 09:22:12,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-21,,4933336764,mp.08399fd6854a4f7bbfbe18dc2f572ee0.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CASA,Шторы интерьерные,2038757480835,181095955,53004608208,50733334267,,Выдано,2026-04-24 09:36:14,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-21,,4929350174,mp.43b89f231676492dbd4558d0e4e2e9fd.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA FESTA,Шторы интерьерные,2048927914077,820169123,52875732625,50651899966,,Выдано,2026-04-26 09:44:04,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-21,,4913859755,mp.5fa495d930d2462181718334d2b94cc1.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI ROMA,Тюль,2040599653919,242077980,53031698826,50992467122,,Выдано,2026-04-23 12:30:40,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-21,,4938445554,mp.e04ec579bf05415ba94800cabb4b6194.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI MILANO,Тюль,2039905558000,227786134,52585788565,51979551435,,Выдано,2026-04-24 09:38:38,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-21,,4889266346,mp.f920e92992854222b84cccd138755a93.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CANTO,Шторы интерьерные,2040191802777,234407599,31704201753,48800785597,,Выдано,2026-04-24 09:21:09,2026-04-28 13:57:10,,Возврат брака,2026-04-22,,0,e0a27175973940f6a0f35fb6171cebc1,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2020411384009,63240614,52815688461,48961420997,,Выдано,2026-04-27 09:18:55,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-22,,4910772502,mp.0a44fcce301b4ce8a8c192d1c1532b5e.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CASA,Шторы интерьерные,2038757480439,181095867,53037808081,51801042630,,Выдано,2026-04-24 10:12:27,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-22,,4940314454,mp.1dcf010980c84486b50b10e9666d65d6.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673647247,244226760,53003085602,50656348553,,Выдано,2026-04-25 09:58:29,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-22,,4928329318,mp.2258442388604dfab81f994fc7c9a890.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2020383265061,63200837,52954072311,51543993098,,Выдано,2026-04-26 09:54:58,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-22,,4921660252,mp.23749d2e4269433ba815da5dd69dfbf8.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2039755197640,220985930,52816510309,50593057971,,Выдано,2026-04-26 09:55:19,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-22,,4911594133,mp.5b13645903404cd0b9e6768678111941.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2020533507065,63480989,52954072310,51543993100,,Выдано,2026-04-26 09:56:39,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-22,,4921660251,mp.5c99a4700b644f56a4f6cbb37e0405b4.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA LARGO,Тюль,2039755123137,220984150,52815777728,50673632262,,Выдано,2026-04-24 10:12:56,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-22,,4910861890,mp.bc66a705a27c47619c0bfca4c8321dd5.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2036880152261,105128466,52890447831,50593057973,,Выдано,2026-04-26 09:56:12,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-22,,4916687014,mp.c7b02532444544c4ab515fd024573afc.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA LARGO,Тюль,2039755123137,220984150,52815777731,50673632258,,Выдано,2026-04-24 10:13:14,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-22,,4910861889,mp.f7be2071f33349b094146fdb049f8a07.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040882123310,250674045,29021904142,33903169460,,Выдано,2026-04-25 09:57:38,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.0.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040849051465,249874695,25480953771,42821849467,,Выдано,2026-04-25 09:53:36,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.1.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040848774884,249850126,32733867044,42607080293,,Выдано,2026-04-25 09:49:51,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.10.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040861194577,250207909,28562552007,43401169995,,Выдано,2026-04-25 09:53:50,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.11.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040849051267,249874684,38689714646,31811925940,,Выдано,2026-04-25 09:45:36,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.2.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040848775058,249850131,34471527067,33818743130,,Выдано,2026-04-25 09:57:44,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.3.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040848774860,249850148,34358357890,42968159393,,Выдано,2026-04-26 09:53:48,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.4.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040848774877,249850153,49945783018,46994430609,,Выдано,2026-04-25 19:09:41,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.5.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040848775041,249850165,33892061839,31828485831,,Выдано,2026-04-24 13:59:58,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.6.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040881708075,250656533,27389977537,33309174144,,Выдано,2026-04-25 19:10:45,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.7.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040882123488,250674054,27294066412,46692988086,,Выдано,2026-04-25 09:41:38,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.8.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040848774884,249850126,32733867051,30530813261,,Выдано,2026-04-26 09:50:49,2026-04-28 13:57:10,,Возврат по инициативе продавца,2026-04-23,,0,277d7dcd-0924-4d67-bdf0-87f82dc309ba.9.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA ALLEGRO,Тюль,2042959577057,338817693,52897690723,51124751279,,Выдано,2026-04-27 08:55:20,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-23,,4918144351,mp.257224b97ece43c38e083d8d72bffd87.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673647698,244226706,53039078134,51550795706,,Выдано,2026-04-25 14:59:04,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-23,,4941083622,mp.2ddd31e3212c40489b43fb9b958ef9d5.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI MILANO,Тюль,2040519492109,240119873,52612504638,52019601813,,Выдано,2026-04-26 17:54:30,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-23,,4944590017,mp.3af9a2855b7b45f9a36a049557c5820e.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ALLEGRO,Тюль,2042959577057,338817693,52897690724,51124751283,,Выдано,2026-04-27 08:59:13,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-23,,4918144352,mp.3f29ef2f9a6e464783aa914ec3c16a1b.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ALBA,Шторы интерьерные,2038753875109,180943903,47326866341,48799415253,,Выдано,2026-04-28 18:34:37,2026-05-02 16:51:59,,Возврат брака,2026-04-24,,0,1c3c3d196f25450b95b2081395f7397b,"Тверь, Улица Вагжанова 21",211256
ADRIANA CASA,Шторы интерьерные,2043048879915,345232934,53313869908,32192702473,,Выдано,2026-05-09 09:05:08,2026-05-12 10:34:31,,Возврат неверного вложения,2026-05-04,,0,WH_RO_SRN_MW.53429101c0164c34be9d8db5b9b91e78,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673646615,244226804,40602631092,43559187198,,Выдано,2026-05-08 10:39:03,2026-05-12 10:34:31,,Возврат по инициативе продавца,2026-05-06,,0,de8ad070-2cdf-4da2-a0be-03980bdf6e75.0.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673646615,244226804,45424437919,43690424167,,Выдано,2026-05-08 10:16:14,2026-05-12 10:34:31,,Возврат по инициативе продавца,2026-05-06,,0,de8ad070-2cdf-4da2-a0be-03980bdf6e75.1.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673646936,244226693,48944116493,51965989076,,Выдано,2026-05-07 12:16:31,2026-05-12 10:34:31,,Возврат по инициативе продавца,2026-05-06,,0,de8ad070-2cdf-4da2-a0be-03980bdf6e75.10.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673646936,244226693,49179575435,46456810693,,Выдано,2026-05-07 11:33:42,2026-05-12 10:34:31,,Возврат по инициативе продавца,2026-05-06,,0,de8ad070-2cdf-4da2-a0be-03980bdf6e75.11.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA LENTO,Тюль,2040681267246,244447347,36299843851,50475440718,,Выдано,2026-05-07 09:28:36,2026-05-12 10:34:31,,Возврат по инициативе продавца,2026-05-06,,0,de8ad070-2cdf-4da2-a0be-03980bdf6e75.12.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA LENTO,Тюль,2040681267246,244447347,46311741010,44549993563,,Выдано,2026-05-07 19:02:37,2026-05-12 10:34:31,,Возврат по инициативе продавца,2026-05-06,,0,de8ad070-2cdf-4da2-a0be-03980bdf6e75.13.0,"Тверь, Улица Вагжанова 21",211256
